index,date,src,dst,src.loc.lat,src.loc.lon,latitude,longitude
410,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,36.1214072894182,-85.3876390608051
430,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,43.8178376427982,-79.3751544162357
450,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,36.2500689525558,-91.051114635271
470,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,37.2568967063658,-87.3817888587826
490,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,35.1950803318439,-88.2284076803381
510,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,42.884141585382,-87.6775037813591
530,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,40.3847908445991,-80.7050148830393
550,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,41.8562109820088,-85.4884939279238
570,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,46.8190949121074,-86.5940623033004
590,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,43.3176032167929,-83.621658518621
610,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,35.6326022495826,-83.7868287197003
630,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,36.2458257879127,-82.1855140860772
650,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,47.4853599733031,-86.9441360352122
670,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,48.2684883926215,-81.9767986490955
690,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,36.7777726933488,-90.7606890866329
710,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,35.7451385981503,-79.6801637286793
730,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,46.871512326045,-90.5052450373447
750,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,36.0198520692645,-78.817231862017
770,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,46.0780187752053,-85.6954674100074
790,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,41.1449206175288,-77.9272301454006
810,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,39.300897014129,-87.679454167844
830,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,42.8120386596464,-87.4665108385615
850,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,36.4461065703162,-88.9749131470327
870,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,48.1287042661145,-88.1462248496822
890,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,36.2952212868608,-86.932170135192
910,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,42.6699633331528,-86.3743299828953
930,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,45.8127612034377,-87.3978686068436
950,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,42.5215462196515,-92.107506047081
970,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,39.3970004133658,-83.3536423773099
990,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,40.640808506124,-87.9882263033848
1010,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,43.870808721637,-80.5923792757356
1030,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,36.9673192497074,-84.1328362988904
1050,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,43.6453643132917,-86.3832368265627
1070,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,45.5749581678828,-90.0431817002211
1090,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,41.8873847076428,-87.6317196327168
1110,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,47.6713190899261,-88.7487105009421
1130,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,41.1597808768381,-77.4146606274567
1150,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,45.6818526390533,-82.6004222514595
1170,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,40.8918677631279,-87.5240547013158
1190,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,42.4142607095457,-77.28201481632
1210,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,43.8596511626195,-77.4286241673892
1230,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,41.6635461648312,-92.0554849168859
1250,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,43.967461446206,-81.4762840542239
1270,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,37.5273657430198,-86.6375266983897
1290,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,37.6974727314225,-84.0689837232574
1310,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,45.6587768666876,-84.4256881368058
1330,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,41.441221096033,-89.0783225679062
1350,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,41.6449332046419,-89.0329224484409
1370,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,42.7854348577247,-92.3600945745748
1390,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,44.6804936206167,-78.2285014603632
1410,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,38.8601259242115,-77.8623423154848
1430,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,42.6171774688462,-88.8404219059162
1450,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,35.2714840047285,-89.9248320538828
1470,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,41.6534802940588,-86.9002044230362
1490,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,47.0163025615115,-87.3088714052732
1510,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,45.8947993228239,-80.5286388101813
1530,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,35.645862360617,-90.7899365096985
1550,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,43.5553722015249,-89.1485183710514
1570,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,39.7450166455755,-85.9228887533585
1590,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,42.2019133424494,-88.5272101033241
1610,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,44.4492026107737,-84.9054184097798
1630,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,46.5879178868394,-84.2451265099357
1650,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,36.1678567295367,-80.197811711484
1670,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,42.6245095960532,-82.2526282855306
1690,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,44.8141401171136,-79.8627170299249
1710,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,39.0816502069118,-87.9607325562117
1730,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,39.4755193487663,-78.7812370617051
1750,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,38.6285915718023,-88.7691683699683
1770,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,44.654687615175,-85.4725471059348
1790,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,39.3275280246555,-82.8185377121391
1810,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,40.1620420853071,-88.98663549957
1830,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,40.2930972211012,-86.3810877409728
1850,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,44.0325046883029,-81.4906654715075
1870,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,45.7496433245625,-82.4564334807225
1890,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,36.3378296289548,-80.6164254677539
1910,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,37.7667011919712,-89.937965283073
1930,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,40.3375657558294,-79.7671429126136
1950,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,41.016536600511,-79.0064862107076
1970,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,41.3275003687379,-89.1457433423519
1990,2011-01-25 11:31:02,28,49,23.2866523838494,31.5069472963177,37.5983491832283,-85.0664827241117
4880,2011-01-25 11:32:34,33,79,28.8608574359912,34.4548826950288,43.0300359761083,-82.9440828645409
4271,2011-01-25 11:41:16,82,26,28.5484343071567,27.2192388280672,44.8071727510256,-91.0990351307093
4036,2011-01-25 11:56:04,25,93,30.5565195565447,29.8407477064951,36.9980895063762,-86.6114669583606
4898,2011-01-25 12:16:59,19,85,27.6793601377123,25.9914232591972,41.8259654864923,-79.5830172341922
4172,2011-01-25 12:21:05,82,71,26.451149889429,27.8859955202579,47.6322440200068,-91.5750308942486
4579,2011-01-25 12:31:09,69,93,23.367882790308,27.5959459702581,48.2496898788711,-78.9827899642582
4263,2011-01-25 12:46:40,51,23,24.2140145405119,26.7931656128876,37.1619396375754,-82.9243803114529
4621,2011-01-25 12:51:22,43,22,23.7634674010355,33.7284019805277,47.9035996324633,-84.7339157785566
4498,2011-01-25 13:01:06,99,41,26.3497524322546,36.4515992287824,38.1284076980777,-78.3494604767502
4154,2011-01-25 13:51:18,70,19,22.6080143464324,32.9830553997679,47.1262090634399,-89.1522647970717
4061,2011-01-25 13:57:00,46,20,30.8782260374196,25.304446287802,44.3307259962887,-90.0543209550261
4387,2011-01-25 14:00:04,22,72,28.3198378929121,27.5752790996878,44.9584852847775,-89.8856715383436
4927,2011-01-25 14:13:35,36,74,27.9778777322744,33.7731657529307,36.0068911511731,-81.6441803535603
4538,2011-01-25 14:54:12,38,69,28.902907211511,25.7386877787579,48.3118052494941,-82.7043172750088
4595,2011-01-25 16:10:50,95,100,24.2205850721816,34.5032517900294,39.970814463738,-78.6701364337819
4338,2011-01-25 16:13:19,80,58,30.4950738482083,34.6878424657362,48.2567131169105,-85.3625659669801
4140,2011-01-25 16:16:00,28,78,23.5136887206763,27.2349493452219,45.2874832632412,-88.9901087279039
4593,2011-01-25 17:43:48,62,43,24.0956858415146,26.8083014807001,43.2094672066343,-78.8147977563288
4246,2011-01-25 18:12:37,15,19,31.0379462257811,26.4309437517384,40.8751296539466,-80.1938539381165
2016,2011-01-25 19:55:44,27,69,27.2885639644586,33.7254616961266,44.8810286006733,-90.0852286989451
2216,2011-01-25 19:55:44,27,69,27.2885639644586,33.7254616961266,36.3493867365313,-90.0905123753791
2416,2011-01-25 19:55:44,27,69,27.2885639644586,33.7254616961266,37.3911695154783,-88.0589656948045
2616,2011-01-25 19:55:44,27,69,27.2885639644586,33.7254616961266,39.1546560742962,-83.1938169423708
2816,2011-01-25 19:55:44,27,69,27.2885639644586,33.7254616961266,35.6424786957011,-90.6978439297325
3016,2011-01-25 19:55:44,27,69,27.2885639644586,33.7254616961266,38.0942203235936,-80.9067002878829
3216,2011-01-25 19:55:44,27,69,27.2885639644586,33.7254616961266,41.7163621164055,-90.8629352060699
3416,2011-01-25 19:55:44,27,69,27.2885639644586,33.7254616961266,45.6207969030404,-82.1184054428678
3616,2011-01-25 19:55:44,27,69,27.2885639644586,33.7254616961266,43.1488983684176,-81.7204160582153
3816,2011-01-25 19:55:44,27,69,27.2885639644586,33.7254616961266,45.9388247068034,-80.6668970723655
4845,2011-01-25 20:17:03,34,60,30.2238008749887,31.1708560975823,37.1427940939139,-79.5314662042454
4674,2011-01-25 20:28:27,9,65,22.0204546969934,32.5754723876122,36.9570209715894,-77.7701099854812
4076,2011-01-25 21:32:22,100,40,25.3683894035973,35.1374739469612,45.6098011809763,-80.8274405123769
4611,2011-01-25 21:39:55,10,1,31.5655953052267,35.4757038061922,41.0461923923615,-83.9904919771289
4921,2011-01-25 22:06:37,88,6,25.2623968498458,34.2553720170185,47.9867079425847,-90.0675697062778
4047,2011-01-25 22:08:24,46,66,26.8421457261935,31.1114268457354,36.5480671579965,-83.3345392719443
4333,2011-01-25 23:43:48,72,67,29.8135899497377,34.253830283608,47.0773939171261,-89.4016193877909
4639,2011-01-25 23:47:28,61,80,23.0738269137732,32.9343547596992,41.6109229603935,-84.6435251441864
4504,2011-01-26 00:15:22,43,80,29.0398066757479,28.6793694932079,42.5619670552678,-92.3163361150969
2023,2011-01-26 00:38:24,6,23,25.997358176795,26.2245283307688,36.2496322186983,-77.5133354910601
2223,2011-01-26 00:38:24,6,23,25.997358176795,26.2245283307688,36.8757765094495,-84.7482132002107
2423,2011-01-26 00:38:24,6,23,25.997358176795,26.2245283307688,37.553284105698,-83.0503148862828
2623,2011-01-26 00:38:24,6,23,25.997358176795,26.2245283307688,39.9766769132925,-81.320146737343
2823,2011-01-26 00:38:24,6,23,25.997358176795,26.2245283307688,41.7343927267725,-84.7730622912022
3023,2011-01-26 00:38:24,6,23,25.997358176795,26.2245283307688,40.2911050106404,-85.817213873649
3223,2011-01-26 00:38:24,6,23,25.997358176795,26.2245283307688,38.7183867971989,-84.7570043552017
3423,2011-01-26 00:38:24,6,23,25.997358176795,26.2245283307688,39.96321055561,-87.2619549020963
3623,2011-01-26 00:38:24,6,23,25.997358176795,26.2245283307688,35.8038714164884,-86.4162826087807
3823,2011-01-26 00:38:24,6,23,25.997358176795,26.2245283307688,43.4721891047255,-88.4980873588941
2146,2011-01-26 00:41:37,2,63,26.2689107302855,28.1727260585447,35.1972035923582,-77.6372055808141
2346,2011-01-26 00:41:37,2,63,26.2689107302855,28.1727260585447,38.6960461872779,-87.0570165808706
2546,2011-01-26 00:41:37,2,63,26.2689107302855,28.1727260585447,41.9202121604352,-88.7008931038909
2746,2011-01-26 00:41:37,2,63,26.2689107302855,28.1727260585447,40.8512562792719,-83.0817639039783
2946,2011-01-26 00:41:37,2,63,26.2689107302855,28.1727260585447,38.9571594336348,-80.5862255074469
3146,2011-01-26 00:41:37,2,63,26.2689107302855,28.1727260585447,35.444037653247,-89.4452901064267
3346,2011-01-26 00:41:37,2,63,26.2689107302855,28.1727260585447,43.541404848611,-78.9383615680995
3546,2011-01-26 00:41:37,2,63,26.2689107302855,28.1727260585447,45.1878101585588,-79.2622951864152
3746,2011-01-26 00:41:37,2,63,26.2689107302855,28.1727260585447,37.7304848378085,-85.3025393940807
3946,2011-01-26 00:41:37,2,63,26.2689107302855,28.1727260585447,38.9512760721656,-82.9709092937845
4701,2011-01-26 01:18:59,96,55,31.3263669728974,33.0309816802539,35.4575949076411,-91.3674500466139
18,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,41.2846478580801,-79.3305258323045
38,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,38.2682955519965,-86.6525113629393
58,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,43.5132123760814,-83.8401812005439
78,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,45.7268194537001,-89.5788427081555
98,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,39.2768526826254,-78.8428488121491
118,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,44.714078359026,-79.5034549874906
138,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,43.6544666148142,-85.883813004948
158,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,38.8234257635792,-87.3829526636859
178,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,41.6083351255905,-88.953798514767
198,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,38.0985942578209,-77.6030912829132
218,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,45.0985826307749,-78.3310659554722
238,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,36.6787513561828,-84.9805696906534
258,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,35.2917037889786,-86.7140491979539
278,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,42.2964922399896,-80.4742057811632
298,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,35.4711431500324,-80.6575953912866
318,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,42.0831449535885,-88.3023625794782
338,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,45.2222420036506,-87.9295524694131
358,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,35.720305697915,-86.8634078791889
378,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,37.0704660561169,-80.4388327187463
398,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,44.8091957298938,-91.3363147103975
418,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,44.447805716447,-79.6505391728437
438,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,35.216972061429,-79.3827326656442
458,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,40.8558072636008,-80.4899146952208
478,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,42.8980133722326,-92.2470260112738
498,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,48.3497631146257,-81.181127965183
518,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,36.459800872492,-91.0630184929825
538,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,44.9518272640049,-89.5164806981725
558,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,42.7496285620147,-83.2657060850912
578,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,39.4413471196247,-91.7463574859899
598,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,38.3738739502314,-86.4329525936591
618,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,41.7990063885201,-89.6143626452069
638,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,37.4838145894865,-90.3596388237303
658,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,42.1170719785873,-80.3278686788001
678,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,40.0045910277418,-80.3960544111144
698,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,45.2210068414865,-84.6532460790002
718,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,37.3928897539291,-87.0902877205736
738,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,41.2517616423452,-84.3801339999987
758,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,39.5444949677773,-83.8903998656647
778,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,41.5698524746498,-82.4752338577261
798,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,44.2380886089887,-78.2692537021362
818,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,41.7041413783855,-79.7487877160683
838,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,45.2859117074251,-86.5854397806734
858,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,38.7210954433846,-80.3711651442056
878,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,47.2444381344832,-86.9735780028768
898,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,44.083781060644,-77.9315344740865
918,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,40.0436958027508,-86.3484537401747
938,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,42.5173708145433,-92.457698358075
958,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,44.4255705352461,-82.6622234719931
978,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,38.8859418447055,-80.9642992349639
998,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,45.1722576208699,-87.6882913846039
1018,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,44.7275689110387,-89.8951956068161
1038,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,38.4118195178627,-86.8383303084947
1058,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,41.8468710490148,-83.5656392363056
1078,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,42.4374839779452,-92.1660909702845
1098,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,43.5828625607567,-90.5949634567568
1118,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,46.7793610074615,-89.9448555579294
1138,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,35.6132391911875,-88.2093849086967
1158,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,41.7999491660565,-89.5454612947595
1178,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,39.78390525272,-85.0141359306548
1198,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,45.9362559654877,-81.6647957823054
1218,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,45.472881188523,-88.3872925272199
1238,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,41.6391502141991,-89.1964433180045
1258,2011-01-26 01:50:00,61,10,25.824149505675,26.7919620922496,42.5061844843064,-91.9345356800678
